time, lat, lon, pm2.5
010/05/18T17:57:08,51.531816,-0.110357,4.84
010/05/18T17:57:19,51.531871,-0.110132,4.84
010/05/18T17:57:33,51.531930,-0.109899,4.84
010/05/18T17:57:43,51.531950,-0.109662,4.57
010/05/18T17:57:52,51.531950,-0.109422,4.57
010/05/18T17:58:14,51.531926,-0.109022,4.9
010/05/18T17:58:31,51.531916,-0.108581,4.61
010/05/18T17:58:40,51.531915,-0.108286,4.24
010/05/18T17:58:55,51.531924,-0.108038,4.79
010/05/18T17:59:02,51.531946,-0.107810,4.79
010/05/18T17:59:10,51.531970,-0.107589,4.6
010/05/18T17:59:21,51.531985,-0.107346,4.6
010/05/18T17:59:28,51.532002,-0.107117,4.9
010/05/18T17:59:39,51.532025,-0.106871,4.9
010/05/18T17:59:48,51.532052,-0.106643,4.3
010/05/18T17:59:59,51.532060,-0.106409,4.67
010/05/18T18:00:13,51.531987,-0.106189,5.04
010/05/18T18:00:25,51.531972,-0.106115,5.15
010/05/18T18:01:48,51.532021,-0.105910,5.04
010/05/18T18:02:04,51.531993,-0.105644,4.74
010/05/18T18:02:12,51.531858,-0.105480,4.87
010/05/18T18:02:22,51.531735,-0.105329,4.87
010/05/18T18:02:35,51.531656,-0.105124,4.79
010/05/18T18:02:44,51.531605,-0.104878,4.91
010/05/18T18:02:49,51.531556,-0.104729,4.91
010/05/18T18:03:00,51.531529,-0.104492,4.37
010/05/18T18:03:12,51.531499,-0.103941,4.34
010/05/18T18:03:24,51.531501,-0.103662,4.34
010/05/18T18:03:35,51.531448,-0.103414,4.58
010/05/18T18:03:46,51.531408,-0.103229,4.61
010/05/18T18:03:55,51.531368,-0.103013,4.38
010/05/18T18:04:06,51.531334,-0.102770,4.38
010/05/18T18:04:16,51.531301,-0.102545,4.41
010/05/18T18:04:27,51.531242,-0.102334,4.86
010/05/18T18:04:29,51.531229,-0.102289,4.86
010/05/18T18:04:43,51.531177,-0.102071,4.4
010/05/18T18:04:55,51.531106,-0.101748,4.47
010/05/18T18:05:02,51.531064,-0.101507,4.47
010/05/18T18:05:11,51.531005,-0.101296,4.72
010/05/18T18:05:25,51.530895,-0.101031,4.18
010/05/18T18:05:30,51.530843,-0.100901,4.18
010/05/18T18:05:35,51.530777,-0.100705,4.18
010/05/18T18:05:42,51.530695,-0.100521,4.19
010/05/18T18:05:54,51.530618,-0.100316,4.19
010/05/18T18:06:03,51.530567,-0.100111,4.5
010/05/18T18:06:10,51.530506,-0.099907,4.6
010/05/18T18:06:23,51.530440,-0.099643,4.6
010/05/18T18:06:35,51.530413,-0.099430,5.24
010/05/18T18:06:47,51.530376,-0.099219,4.43
010/05/18T18:06:57,51.530308,-0.099000,3.77
010/05/18T18:07:06,51.530243,-0.098798,3.77
010/05/18T18:07:16,51.530165,-0.098581,5
010/05/18T18:07:26,51.530105,-0.098386,5.26
010/05/18T18:07:36,51.530051,-0.098165,5.26
010/05/18T18:07:45,51.530020,-0.097930,4.58
010/05/18T18:07:47,51.530006,-0.097853,4.58
010/05/18T18:07:53,51.529964,-0.097638,4.58
010/05/18T18:08:01,51.529900,-0.097415,4.59
010/05/18T18:08:21,51.529837,-0.097100,4.56
010/05/18T18:08:30,51.529788,-0.096883,5.21
010/05/18T18:08:41,51.529680,-0.096658,5.19
010/05/18T18:08:43,51.529656,-0.096614,5.19
010/05/18T18:08:54,51.529533,-0.096443,5.19
010/05/18T18:09:07,51.529469,-0.096212,4.55
010/05/18T18:09:13,51.529457,-0.096031,4.88
010/05/18T18:09:22,51.529433,-0.095816,4.88
010/05/18T18:09:25,51.529425,-0.095735,4.98
010/05/18T18:09:34,51.529395,-0.095522,4.98
010/05/18T18:09:49,51.529359,-0.095284,5.26
010/05/18T18:10:00,51.529316,-0.094945,4.59
010/05/18T18:10:07,51.529259,-0.094790,4.59
010/05/18T18:10:15,51.529183,-0.094595,4.02
010/05/18T18:10:26,51.529108,-0.094362,5.12
010/05/18T18:10:37,51.529008,-0.094138,5.12
010/05/18T18:10:40,51.528993,-0.094099,4.68
010/05/18T18:10:49,51.528942,-0.093857,4.68
010/05/18T18:11:00,51.528899,-0.093597,5.19
010/05/18T18:11:11,51.528848,-0.093391,4.51
010/05/18T18:11:19,51.528800,-0.093152,4.51
010/05/18T18:11:28,51.528747,-0.092942,4.61
010/05/18T18:11:36,51.528689,-0.092726,4.61
010/05/18T18:11:45,51.528616,-0.092530,4.69
010/05/18T18:11:56,51.528542,-0.092345,4.98
010/05/18T18:12:10,51.528512,-0.092053,4.71
010/05/18T18:12:26,51.528520,-0.091925,4.47
010/05/18T18:12:34,51.528478,-0.091715,4.47
010/05/18T18:12:49,51.528351,-0.091480,4.66
010/05/18T18:13:01,51.528271,-0.091286,4.84
010/05/18T18:13:17,51.528155,-0.091005,5.2
010/05/18T18:13:26,51.528104,-0.090789,4.43
010/05/18T18:13:38,51.528038,-0.090464,4.43
010/05/18T18:14:14,51.527877,-0.089993,4.58
010/05/18T18:14:21,51.527752,-0.089593,4.58
010/05/18T18:14:25,51.527726,-0.089432,4.71
010/05/18T18:14:34,51.527658,-0.089131,4.71
010/05/18T18:15:25,51.527791,-0.088749,4.56
010/05/18T18:15:36,51.528073,-0.088623,4.56
010/05/18T18:15:48,51.528354,-0.088563,4.2
010/05/18T18:16:01,51.528619,-0.088442,4.27
010/05/18T18:16:22,51.528880,-0.088235,4.17
010/05/18T18:16:36,51.529067,-0.087870,4.53
010/05/18T18:16:43,51.529308,-0.087634,4.17
010/05/18T18:16:57,51.529446,-0.087512,4.71
010/05/18T18:17:03,51.529454,-0.087469,4.71
010/05/18T18:17:31,51.529566,-0.087048,4.58
010/05/18T18:17:47,51.529716,-0.086685,3.96
010/05/18T18:18:07,51.529966,-0.086499,4.92
010/05/18T18:18:11,51.529966,-0.086499,4.41
010/05/18T18:18:19,51.530150,-0.086447,4.41
010/05/18T18:18:23,51.530181,-0.086444,4.41
010/05/18T18:18:40,51.530319,-0.086406,4.95
010/05/18T18:18:48,51.530461,-0.086336,4.95
010/05/18T18:18:50,51.530515,-0.086324,4.95
010/05/18T18:18:53,51.530655,-0.086306,4.95
010/05/18T18:18:59,51.530878,-0.086321,4.62
010/05/18T18:19:04,51.531040,-0.086345,4.62
010/05/18T18:19:13,51.531184,-0.086370,4.66
010/05/18T18:19:25,51.531309,-0.086455,4.63
010/05/18T18:19:33,51.531458,-0.086529,4.63
010/05/18T18:19:34,51.531478,-0.086540,4.63
010/05/18T18:19:41,51.531608,-0.086635,4.55
010/05/18T18:19:50,51.531746,-0.086732,4.55
010/05/18T18:19:51,51.531753,-0.086739,4.55
010/05/18T18:20:13,51.531882,-0.086831,4.12
010/05/18T18:20:24,51.532063,-0.086922,4.12
010/05/18T18:20:27,51.532132,-0.086946,4.8
010/05/18T18:20:37,51.532287,-0.086976,4.8
010/05/18T18:20:47,51.532432,-0.086950,4.07
010/05/18T18:20:48,51.532432,-0.086950,4.07
010/05/18T18:21:00,51.532601,-0.086994,4.16
010/05/18T18:21:20,51.532825,-0.087061,4.21
010/05/18T18:21:21,51.532825,-0.087061,4.21
010/05/18T18:21:29,51.532965,-0.086963,3.48
010/05/18T18:21:36,51.533078,-0.086806,3.48
010/05/18T18:21:44,51.533172,-0.086639,4.58
010/05/18T18:21:53,51.533261,-0.086460,4.58
010/05/18T18:22:04,51.533282,-0.086236,5.03
010/05/18T18:22:13,51.533280,-0.085996,4.43
010/05/18T18:22:19,51.533248,-0.085851,4.43
010/05/18T18:22:31,51.533219,-0.085631,4.25
010/05/18T18:22:38,51.533210,-0.085409,4.25
010/05/18T18:22:50,51.533203,-0.085190,3.92
010/05/18T18:23:02,51.533198,-0.084986,4.21
010/05/18T18:23:06,51.533187,-0.084754,4.21
010/05/18T18:23:14,51.533171,-0.084527,5.2
010/05/18T18:23:22,51.533149,-0.084312,5.2
010/05/18T18:23:32,51.533142,-0.084081,4.9
010/05/18T18:23:46,51.533143,-0.083863,4.5
010/05/18T18:24:04,51.533220,-0.083472,4.43
010/05/18T18:24:06,51.533225,-0.083435,4.43
010/05/18T18:24:15,51.533282,-0.083219,4.77
010/05/18T18:24:15,51.533291,-0.083208,4.77
010/05/18T18:24:30,51.533484,-0.083059,5.46
010/05/18T18:24:36,51.533600,-0.083018,5.46
010/05/18T18:24:42,51.533744,-0.082985,5.04
010/05/18T18:24:53,51.533881,-0.082976,5.04
010/05/18T18:25:03,51.533956,-0.082973,5.08
010/05/18T18:25:12,51.534096,-0.082966,4.59
010/05/18T18:25:20,51.534231,-0.082938,4.59
010/05/18T18:25:29,51.534378,-0.082922,4.84
010/05/18T18:25:36,51.534521,-0.082924,4.84
010/05/18T18:25:43,51.534660,-0.082924,5.38
010/05/18T18:25:56,51.534810,-0.082917,5.49
010/05/18T18:26:06,51.534958,-0.082870,5.49
010/05/18T18:26:18,51.535053,-0.082646,6.23
